Instance 1
17719
405,208
146,403
314,642
768,1596
1721,374
1008,1762
403,76
1095,707
335,1983
484,1907
1891,1154
1421,402
51,564
775,419
275,953
1569,1646
1278,1962
1470,205
539,290
1420,119
41,1361
1508,1352
507,1288
1239,1313
147,1816
1393,181
851,360
850,311
629,243
1936,578
134,824
127,1562
1112,1319
265,1165
1775,1817
1844,466
222,226
376,385
314,732
362,1105
674,1692
1971,77
860,853
185,926
1180,1274
1851,599
108,393
876,1698
1798,1322
610,1082
1812,1624
1353,577
1863,583
1904,873
78,1309
1057,1577
127,869
34,752
385,104
21,291
1249,759
115,975
700,1159
331,1161
1258,756
1582,1733
1576,581
1991,1132
1127,869
298,84
611,979
705,5
93,40
1008,1927
1157,1775
1578,310
852,1383
411,102
1660,476
1247,18
1260,1666
1604,172
510,1602
1443,1909
1681,1990
1146,1964
1789,476
1509,1932
1602,1104
521,1438
1797,1554
1860,1353
1667,1306
227,1958
737,1505
906,35
1737,1372
1284,527
445,1729
444,648
134,1459
1392,1062
1552,1506
1026,156
1689,1433
1502,1282
1946,1481
1309,1369
719,557
1078,273
936,1676
1898,1912
1592,989
771,303
1985,711
686,410
1979,41
1801,958
1404,1455
1200,214
458,640
1777,169
886,783
1969,1495
577,1923
1226,1203
264,1634
1406,1022
22,443
1590,1176
1377,82
1225,1439
29,898
1938,1178
419,596
1895,371
651,1844
160,568
674,1198
137,173
34,347
903,504
1987,701
985,1644
328,1992
996,294
1891,744
1395,1524
1359,1224
1631,627
1742,1790
931,106
1705,1443
1055,256
1764,810
1531,1756
1305,816
28,1207
1377,830
851,1699
227,238
814,78
1698,1045
206,861
743,396
947,1506
1587,692
613,1093
324,1374
1547,371
1135,377
937,1619
1712,755
432,1792
968,1057
658,1992
674,649
789,516
244,1361
264,1409
597,613
659,1741
744,459
768,698
1538,1890
1001,1953
922,162
376,1776
1873,921
574,859
305,459
787,1940
1167,574
428,1968
1129,1173
169,762
1417,37
1220,1902
578,952
277,1953
Instance 2
4710
818,1153
1002,1534
1262,1758
986,394
793,766
306,200
1607,126
1816,1570
762,1348
458,1484
651,1429
498,715
438,229
630,1532
442,1104
51,1404
1332,713
19,1292
1437,41
1366,1058
468,891
998,1478
525,354
1480,422
1381,122
1477,1847
731,1868
1049,465
1336,409
560,131
1816,838
1332,337
221,453
61,546
1444,891
1502,511
1049,625
947,235
1138,723
1619,1752
531,1622
283,540
1697,1532
1060,1037
643,69
746,477
1281,1717
762,58
653,808
1284,308
1865,836
62,457
1543,156
1978,1585
236,1343
1479,398
1267,870
695,547
258,1098
1248,1637
1806,81
1582,260
1570,168
1928,706
1448,1969
1996,1380
433,1929
1904,343
248,1408
911,1916
922,965
1108,1815
1112,1376
396,890
1134,781
768,1252
1449,1351
229,1253
1644,836
1520,1633
838,480
206,1973
1871,902
692,549
649,1758
1228,1639
568,1263
84,393
77,1990
732,506
1129,1747
68,81
1517,784
536,319
903,1120
317,1970
741,334
1669,1842
213,828
2,82
1811,260
1251,442
1275,1617
759,272
1179,247
1007,624
1717,15
256,1480
1917,1760
1466,908
1886,203
674,1695
1528,567
439,912
1639,1276
938,759
1270,361
816,1039
822,399
1990,656
1457,210
1285,1643
118,869
959,402
1662,1102
19,1063
1477,590
511,1190
1286,1355
1915,400
1806,972
240,1900
426,1129
442,1426
125,753
1378,1624
1491,815
1688,508
880,1765
683,332
511,548
655,1920
612,137
1795,1312
1590,609
391,446
1674,954
897,1517
434,966
1011,1632
1191,880
4,450
1417,723
195,586
1959,1740
1679,731
1116,723
1220,711
482,583
1528,1955
1770,1072
1106,240
1839,233
1260,3
601,1833
1939,965
1572,820
1663,415
1449,1658
940,44
1298,1317
1299,972
1660,1606
1366,265
1240,591
1235,1113
1676,1914
790,647
1363,1951
647,322
1274,1972
1848,1775
1322,1735
605,118
893,258
1013,729
1910,921
1858,782
1002,1503
1481,1009
1203,1272
947,447
948,827
716,1335
1101,37
1463,699
1234,1122
1743,1695
449,1697
1768,1298
Instance 3
18637
418,1756
1536,1453
1776,1001
1180,320
517,107
1473,562
223,1693
1350,784
620,245
402,1537
367,1805
1807,1589
242,685
401,876
1962,1512
1140,308
138,563
298,315
1323,555
1917,1250
520,1865
1290,1582
59,478
1506,205
318,879
503,1108
422,575
460,169
1735,1963
858,889
1763,863
1097,514
865,1180
149,193
1124,1900
1416,536
1624,1881
698,1310
1449,1777
1962,824
755,807
1477,1038
1445,1092
1798,413
163,1771
1076,95
1586,1240
200,137
1343,501
413,1169
1269,1823
1210,1163
1148,709
542,779
644,1516
687,115
669,1955
1472,665
1104,1204
1982,765
1472,378
362,880
956,700
872,711
1956,1871
1973,1295
1288,883
881,7
1093,1755
775,714
1515,1564
638,1179
1302,1534
577,1276
640,1896
1379,568
709,1806
67,359
722,667
1245,1469
1573,881
1151,673
1555,273
1504,1976
111,1197
1463,1736
82,712
327,1009
1489,90
943,430
538,406
252,454
247,2000
845,835
1836,1173
1974,1860
898,1668
85,31
1199,1177
1579,648
1973,416
284,1067
1551,167
879,1264
1260,53
1413,795
675,1833
953,1236
502,1504
399,752
641,593
1551,568
311,1716
1606,1806
512,635
1479,1421
546,914
531,1738
1845,1530
1604,1532
1933,782
648,1473
983,1249
606,1304
1157,634
1738,152
648,1882
117,1025
215,1149
613,1725
1856,1905
382,1149
1259,1739
1614,288
1640,1292
58,1097
709,120
758,1834
606,310
303,515
879,1153
1923,626
827,1308
1783,1435
1883,538
1953,881
1072,1321
1715,288
1072,1413
61,977
891,1811
605,1209
1768,438
1421,1843
1559,370
792,584
1542,444
1326,1773
384,1693
1435,1288
803,1194
797,319
1388,1656
1089,1540
954,347
1022,483
1875,805
1486,1851
1868,1187
516,891
885,88
661,1983
949,184
1375,157
45,148
58,376
524,1968
1514,111
1827,1986
747,990
846,1776
269,1113
718,1335
381,1007
436,1943
1249,1126
1315,1543
1035,1325
48,1515
810,754
1844,305
544,314
1000,550
1051,937
115,45
492,1755
1135,1173
700,507
1428,292
474,426
Instance 4
3637
1960,1780
1283,424
844,761
1262,658
725,437
915,1400
1060,8
556,1439
1270,812
168,92
1093,1136
123,626
178,1338
1840,432
1385,1017
1896,110
216,1347
1012,289
1240,99
879,1688
1413,374
818,703
1806,606
912,1644
1391,1029
442,1615
1274,435
194,1011
1022,834
531,1606
624,393
6,1288
1965,896
1711,1652
734,910
581,1855
1170,1806
423,1399
168,844
568,1864
1917,1644
749,970
1475,1528
1027,1839
1449,1473
1443,1809
309,1686
1414,765
1780,209
1853,571
191,1348
1489,908
749,1239
926,570
242,1395
1600,1136
882,1682
4,1781
1694,1879
281,1988
138,1669
596,917
1516,740
620,259
1108,1527
820,1584
1954,1046
1334,1347
1740,1249
718,1018
1329,1413
994,131
1156,1133
1136,412
1895,716
354,1636
632,972
1365,355
1081,723
227,1234
315,1680
1229,1365
950,808
846,644
743,1736
1835,50
1175,1351
1163,503
740,1325
1660,1886
1372,966
1032,731
1759,1568
1186,132
1091,1196
1712,492
1238,712
1764,881
305,799
648,1967
43,1672
917,758
1703,269
965,729
1566,1801
762,281
610,1702
625,1961
554,283
766,371
865,1674
692,274
230,1011
508,52
1454,1233
651,1392
783,1358
660,1808
1250,1652
1220,461
797,1697
876,1647
1648,1076
1615,226
1687,1079
1782,1347
1444,1693
695,852
1712,933
769,909
753,1561
1942,1635
639,1175
1776,1714
1306,1726
728,1367
624,1621
1768,1411
937,1762
796,608
1382,66
1090,15
577,1371
1422,1627
219,928
1412,1251
590,163
1181,263
1991,832
1442,1631
1750,269
784,478
564,26
1111,285
702,894
1915,843
1845,995
1428,1047
204,475
1519,723
953,172
1690,807
994,538
1491,421
602,1123
257,632
584,1928
203,36
264,89
1570,675
807,507
818,289
187,1262
622,363
448,1985
1844,1083
827,1688
574,1887
1752,1991
1851,49
785,175
1701,1493
169,32
826,1835
793,1089
378,1589
1113,473
1091,1399
1844,414
1293,1166
94,159
1232,1068
17,1978
582,547
1014,822
988,1607
1082,203
86,976
1964,908
1550,71
Instance 5
6444
280,1420
45,339
1945,203
1691,507
1147,1057
473,1585
1095,766
1544,10
1147,107
244,409
20,1772
288,438
759,1009
613,1763
694,835
687,1037
1274,1809
978,1424
1293,145
219,541
808,1235
151,497
1799,541
1490,153
1530,254
1996,653
1448,106
748,869
487,315
1987,1426
653,1730
1217,707
912,969
1652,1390
545,580
543,1910
1400,55
447,1536
1747,936
84,700
820,161
1038,1663
533,320
320,644
1372,1545
519,1122
990,1384
1132,1215
646,214
563,1703
326,479
200,1604
79,360
24,1015
949,377
1300,364
1694,837
1980,1167
1457,1063
739,1952
1495,1892
1747,60
1162,1067
686,1738
411,829
853,1129
1297,266
675,1557
163,1810
494,1850
516,1607
1010,364
1943,1487
470,1815
846,1694
357,1080
284,659
113,1727
700,688
265,1174
1007,647
211,1105
97,462
1872,1075
627,1589
1447,1036
1723,455
572,975
1092,346
1345,791
1961,1180
871,1085
261,213
242,1628
514,1811
225,935
971,1133
1289,1592
1777,823
1084,1760
107,1608
1991,1641
1573,1100
930,572
1537,3
1296,1924
1381,1480
539,969
1304,1438
730,1516
714,1173
1246,251
1958,964
604,1438
748,1989
464,931
1405,215
779,1290
861,1840
1210,1188
160,1240
20,301
203,1447
1900,1350
1389,1693
424,132
924,701
1172,1966
617,105
1951,1245
210,1620
995,1552
489,394
548,1150
741,1361
1813,555
469,1352
1884,1373
1720,1214
2000,639
1849,1265
1205,442
1093,31
362,838
964,392
307,721
100,1045
961,649
1993,473
1145,1418
1788,1505
12,653
1213,986
80,575
1621,1087
1105,1714
1120,325
1274,1371
813,1525
1527,335
1267,613
243,551
1528,399
920,242
1220,1329
1068,1308
1563,532
48,766
1517,1465
1281,1430
671,941
1930,1091
1000,382
930,41
1132,1788
87,1938
1414,85
827,750
1715,269
1171,763
647,94
1493,1533
679,896
1727,1022
505,622
807,161
1910,112
1353,599
1394,241
861,505
866,1687
1007,939
796,737
1039,1530
1437,1835
1726,983
922,357
811,1297
1362,1506
1512,449
Instance 6
16284
1127,273
808,332
1785,638
1555,1571
454,920
988,1419
865,148
737,683
1690,1674
657,960
1514,784
433,372
874,1659
1778,520
496,122
1518,294
1320,1755
832,1083
1892,158
1438,1911
278,1412
1619,94
765,111
1639,1098
334,1752
1318,481
100,1696
332,998
766,456
115,1304
493,628
1196,988
537,446
1232,148
503,613
1060,164
1129,875
668,1905
140,584
157,198
1910,1427
476,1066
410,440
1005,981
1232,1431
1894,1172
384,1045
493,905
944,1811
1153,1538
1716,750
243,195
537,366
1284,1898
1076,1185
812,148
1593,1393
1737,96
1424,1589
1812,1684
1749,1163
136,459
1583,1432
511,1074
1868,1252
1000,982
53,1587
1990,1239
602,242
731,1959
1508,811
426,1499
1065,795
704,1196
928,784
1571,1155
778,1609
780,1433
800,1484
994,788
620,258
45,115
1351,1131
1162,1654
949,1443
121,132
238,1481
924,64
1602,1635
849,682
657,1704
1478,124
969,1638
673,1867
1307,630
1374,727
1834,1070
543,1168
154,1599
1649,1172
181,1277
656,433
450,683
635,298
1652,1680
1864,500
1939,1535
535,510
868,1067
55,1099
707,630
323,586
1292,1835
341,160
1608,1140
46,1648
1835,1702
359,1165
1732,220
85,1171
913,1873
527,1661
1836,943
1473,420
1120,1191
1544,597
1200,666
1801,1206
253,268
1990,583
1850,55
1824,318
841,110
1316,1728
590,1555
304,547
914,238
64,186
1784,545
1174,1655
1175,1818
1623,1027
353,943
1602,1194
287,1804
356,1593
905,1517
9,1545
470,607
1406,1942
1466,1657
1615,61
98,290
9,1540
741,1875
1597,1706
491,802
627,1812
364,781
408,57
602,265
730,700
73,792
349,1075
1795,1803
541,1852
258,1346
943,497
1397,1942
566,1576
825,862
1200,259
243,76
1231,1201
1833,1212
1333,1824
1878,1010
1444,960
1827,961
993,787
1643,1088
1403,49
335,141
1605,1660
318,916
1469,1972
1462,1794
867,199
1525,184
1432,829
29,75
1974,1173
590,596
976,659
202,1141
662,1946
1051,1418
676,482
1055,1602
1616,761
Instance 7
17149
647,1344
172,20
1794,325
1110,56
1317,38
788,1655
1616,960
63,1846
941,1565
1506,1689
1200,1326
952,222
601,790
1773,785
1179,481
1286,1880
694,1572
1822,961
1786,1078
1274,1386
842,655
1184,118
575,1001
854,711
1973,1323
1323,628
988,1373
1598,1978
1075,148
1032,415
556,500
378,112
1648,647
1716,1475
1970,1820
178,598
1342,171
207,1296
790,435
1941,42
796,843
1232,1101
46,1289
1817,1717
195,1870
168,1378
497,564
712,804
540,1041
1227,1632
1789,368
1514,518
1140,1745
693,1806
288,1280
1874,814
1344,315
1346,1319
1837,1826
933,1867
1016,1025
709,165
192,453
873,1022
748,562
255,1014
402,80
680,415
1340,292
1188,1771
884,1779
1991,952
543,1132
957,525
461,678
1417,840
1574,369
1113,1347
1104,1637
232,1383
406,218
1659,1866
1655,780
783,1210
1357,467
1515,87
274,1452
1540,660
964,6
1228,378
1875,1656
1139,491
670,581
582,1089
1310,571
323,1636
1314,577
203,736
1549,185
1140,1179
950,1157
835,191
630,642
1310,253
1985,1576
382,846
1619,362
116,69
154,1000
1377,1169
353,500
720,745
344,628
1988,614
215,1823
282,157
758,461
214,331
1700,567
1756,486
1448,1522
1389,605
1030,360
1765,673
1710,859
1636,1493
583,1753
1415,1463
1347,1143
400,1582
380,1462
1452,247
1326,1181
1687,330
399,1868
1625,1384
1818,173
155,1926
1969,1852
658,210
133,1025
683,1117
1006,543
1694,1419
1565,539
543,1947
341,34
612,1022
649,807
1822,853
908,1655
1086,1572
841,623
218,67
36,852
771,845
1120,231
845,1762
1625,264
1513,691
536,1236
181,1893
1434,1053
942,1230
195,2
1784,1181
1267,1058
1352,104
699,1338
1929,1171
297,858
238,960
1548,1816
1767,1831
292,1297
1377,1892
1505,525
1176,1619
6,545
1842,1001
1444,1589
1902,1470
474,1277
814,795
1674,1269
146,652
1497,1029
601,1608
257,960
1226,928
50,1298
717,748
1329,1921
1431,1979
1884,1468
434,550
922,39
728,1525
77,130
1662,1052
Instance 8
5022
1463,425
92,788
856,563
1469,1339
420,443
874,976
5,764
1177,888
1030,1325
1631,1348
639,1564
1382,1727
1454,609
65,273
1100,1012
1199,34
1177,1705
634,945
1335,239
303,1913
767,1903
1228,535
536,1928
870,1990
1911,655
673,600
156,306
2,1572
56,1745
490,502
885,538
315,389
483,1499
870,89
646,1910
904,414
1122,1665
1301,416
1183,1676
1372,783
1932,75
793,1735
1320,960
112,1311
1174,755
1151,541
1449,595
555,619
1388,1587
1239,1908
319,1274
1562,1375
390,176
672,1884
1715,908
659,1662
1136,1035
1902,1211
1063,558
1321,1975
728,1745
115,105
566,845
1988,1863
1436,201
915,373
1917,1196
1009,708
1003,1588
213,1626
177,832
223,1674
100,220
1285,823
868,864
353,305
1216,1868
433,936
874,1389
1921,1806
1827,714
1203,967
202,1963
1881,1491
1147,1573
1599,90
187,345
647,1431
298,493
1241,1167
196,875
743,785
200,1390
1910,1404
1421,386
735,1837
24,835
1430,399
813,34
668,247
1507,1634
1330,341
734,1906
1689,516
960,329
1223,1620
407,1824
1052,174
1294,257
1369,1601
1715,191
209,709
867,293
1338,826
436,1292
175,1732
498,1922
1245,1397
480,1915
858,1390
438,1758
484,802
1185,683
1564,542
1648,1154
1422,935
269,1969
355,695
182,1028
1975,575
1486,797
471,211
2,550
1543,80
556,1590
500,1802
61,804
1218,1552
1463,163
1497,802
1938,1074
1734,227
1658,833
743,247
892,1882
1091,1363
1270,1038
346,1251
1608,1408
300,1361
1863,343
1372,1696
499,423
201,396
845,1218
706,740
848,1382
795,310
59,1465
339,1154
1631,1787
1027,21
1668,683
1270,1996
1343,474
1484,1204
870,1658
725,622
628,1945
938,1520
1531,45
1886,1554
57,377
182,1118
1305,244
1826,201
1855,1454
1109,706
1307,1834
1842,1953
912,636
1476,1915
1910,1466
884,1640
886,1010
302,1238
740,1587
1280,883
1730,359
1333,1287
1432,1874
440,1327
1451,1564
542,1632
230,1775
748,275
1433,997
86,1984
1985,1026
328,1730
Instance 9
13356
12,1675
967,1635
1535,1882
340,498
1191,809
248,1730
512,1298
280,848
1456,1801
284,1074
1230,219
1547,1673
696,68
433,58
297,1271
701,1029
1034,598
690,745
829,1145
1550,1948
367,64
825,287
1389,1229
1783,1633
318,523
1142,743
1106,1979
64,785
1222,1144
1659,858
1819,1738
601,863
1289,904
937,1891
660,1182
677,1609
1573,1713
328,45
946,1102
1182,1658
875,1901
1898,579
1755,1707
618,1546
1225,514
785,1173
1086,151
1618,946
1061,1367
1246,608
1976,1475
1461,437
1751,299
150,1341
1453,660
614,651
1578,1576
180,1041
718,1988
1781,90
1832,1880
1501,654
1428,404
497,1457
144,844
1141,1069
1477,76
750,804
669,1561
1865,962
141,1845
1657,331
1295,1029
775,875
981,1770
1685,145
465,959
410,1110
1383,1447
1443,806
777,1914
1597,1511
122,1316
534,980
979,200
1819,1691
826,633
494,1017
503,1475
1342,787
1726,317
310,1771
1150,1504
1876,310
576,1364
1530,498
1091,1025
1016,156
129,9
476,124
786,149
230,355
37,1360
1569,738
969,254
640,1621
1583,1668
264,597
1333,1819
1369,278
99,1951
610,491
1043,1134
1693,1637
478,155
949,1767
707,1337
780,378
1645,1556
1744,848
1948,1725
1245,1030
383,1587
65,1554
1198,1777
1309,97
1382,1801
1722,1061
857,849
790,1919
911,147
565,1800
1444,962
714,824
1985,1270
960,133
869,657
772,649
1406,1022
1929,1113
1477,340
1414,1202
1573,1882
1996,1159
1964,73
1806,1727
438,477
213,960
1839,1253
1434,1949
1489,907
1391,1427
525,124
1595,1771
138,59
49,23
1766,1574
1544,1183
1416,1614
69,1277
440,149
544,466
334,1937
1586,1815
1445,1741
1594,1253
807,1550
1109,719
762,1895
1068,1521
1521,375
1379,545
1341,1166
1047,83
1628,1453
1983,805
948,495
1590,647
1644,330
220,252
1590,26
699,21
1438,1797
234,766
666,1327
246,1527
1703,196
919,188
470,1444
606,1195
1773,1971
1603,1897
1174,1755
1274,810
1183,1669
1024,1464
936,1044
1197,379
858,1088
1599,1206
Instance 10
14594
759,1105
1096,294
1752,1496
1949,229
895,584
364,1640
1432,1519
1826,769
1438,1147
947,42
1888,315
434,1551
834,1074
839,141
1534,1905
1168,684
1405,265
889,1113
1229,48
1045,816
177,1868
1782,1124
1878,456
1851,788
58,1952
430,584
1040,349
922,1467
807,957
350,92
249,1378
380,1891
1742,1206
1090,1444
1228,409
151,365
645,1217
289,596
1704,1183
579,1630
1782,89
428,1950
11,356
954,1749
512,1699
844,1871
181,1931
788,836
410,993
86,1787
1717,589
1138,262
1362,1108
175,1786
740,920
1818,1475
1568,592
837,62
1716,72
804,56
906,484
288,121
1438,1819
660,1160
1598,1496
1638,109
1486,559
1307,957
619,77
471,1157
1833,247
949,1226
810,597
1699,120
810,1774
1482,709
120,1417
232,594
1123,798
